Id,SalePrice
1461,121541.89275319153
1462,157031.35973860906
1463,188277.77477025078
1464,193056.4878867123
1465,215721.02188012723
1466,178587.59644499276
1467,178591.8645460594
1468,171938.47476613344
1469,202779.81776906934
1470,127485.69700910756
1471,182892.7224195335
1472,103561.42957652315
1473,106761.20889572808
1474,152298.71197937411
1475,119121.52542615829
1476,376910.3668336215
1477,266266.2311935823
1478,300062.2587807911
1479,314421.85264625243
1480,467513.36491577723
1481,343172.9042339378
1482,216984.04800879653
1483,179119.80604199774
1484,174296.86388253205
1485,177870.62557861075
1486,200575.03634814004
1487,359308.046843405
1488,247063.51125817292
1489,201487.95952757736
1490,226055.27881926816
1491,190697.37752413301
1492,97268.90811771814
1493,190632.09745080143
1494,290441.5666219546
1495,294233.5206226777
1496,242162.64481334368
1497,189189.11959555864
1498,171148.12790322388
1499,169695.48640757956
1500,157852.49335915013
1501,173733.8276645162
1502,156157.73106828987
1503,292635.21687683684
1504,246642.52266758584
1505,227400.90422326067
1506,203795.9826269849
1507,249968.74421125944
1508,216057.53608581066
1509,169187.0267162603
1510,149680.55992209227
1511,152756.34933526686
1512,167113.22395161583
1513,161676.70858189467
1514,147331.21105249034
1515,201354.48183798167
1516,154659.917173435
1517,165618.02474080518
1518,137408.41709613698
1519,221719.77007412803
1520,142733.65958684872
1521,144010.76100878042
1522,171829.7438739878
1523,121867.4589598398
1524,123732.42830703274
1525,122424.09199908318
1526,115738.50560897363
1527,104929.04105860773
1528,138396.14766560658
1529,154406.10971304722
1530,184717.41316439857
1531,129658.93112841669
1532,97971.17315185015
1533,148705.7201437324
1534,132905.3282738735
1535,146952.18826918374
1536,116098.73696589765
1537,67744.59863469405
1538,144246.40933861746
1539,198524.34028391395
1540,104462.29766035035
1541,158728.4839250761
1542,160126.9275679781
1543,202997.8911575182
1544,86774.29243530965
1545,119517.91719824664
1546,139504.05521602643
1547,140121.36374333
1548,141973.83157136876
1549,116651.10060034237
1550,151310.95931268364
1551,114985.17589837618
1552,149771.26530471048
1553,136434.09927326877
1554,133321.8726999179
1555,163649.55371292314
1556,101432.88503465858
1557,105490.96732118602
1558,103463.19525053671
1559,110814.70263740847
1560,138723.53226261982
1561,134289.10176669355
1562,134151.75380275163
1563,124772.34525911976
1564,163312.0009298363
1565,155704.20856487172
1566,239859.21188453728
1567,83152.93986127913
1568,240551.41268767242
1569,145362.23576865433
1570,139918.6177474026
1571,118082.8253863613
1572,145262.15855335022
1573,243269.88793926963
1574,144225.97637593636
1575,224751.27509086934
1576,228328.52694717655
1577,203735.73756953437
1578,156029.99713253794
1579,138569.1564060678
1580,210799.61336281127
1581,144002.77422148496
1582,132923.15491935148
1583,299054.417612442
1584,228449.68969108973
1585,141932.58459065927
1586,73083.80402188208
1587,102659.67244566693
1588,161045.54041244532
1589,100307.83206734082
1590,142001.11383207212
1591,100666.08227593306
1592,120284.96505152617
1593,131919.39023507983
1594,154866.4361495531
1595,119398.89042716306
1596,251611.6084031747
1597,193461.05592500276
1598,207499.16057280952
1599,185253.49090850618
1600,190111.8911185015
1601,69125.00532544103
1602,125839.7595138248
1603,103901.46044223176
1604,293879.4379187974
1605,256736.3945035289
1606,165143.23528118752
1607,177955.996549955
1608,228657.62607540976
1609,191847.7757906112
1610,156141.87843636094
1611,147387.46567538986
1612,181837.92311319752
1613,166134.24209221726
1614,124949.50179537029
1615,94686.46413126438
1616,88931.4341263514
1617,98795.37373978374
1618,129354.1598916481
1619,131811.67035295238
1620,171011.91465768285
1621,144150.13913703174
1622,152840.98994484544
1623,283175.6312678258
1624,215256.13643812915
1625,117481.10002527005
1626,170809.1970332987
1627,198347.84827910276
1628,296702.15848560183
1629,187712.8164827703
1630,374129.4480064673
1631,249072.85450755997
1632,254879.20854168845
1633,173919.45382639422
1634,195879.33165510543
1635,182140.31624677996
1636,162987.80592830072
1637,191842.40979058368
1638,184786.5407855249
1639,184175.59512219494
1640,263978.60149452265
1641,196312.1306176216
1642,241132.89911586914
1643,232520.01740359995
1644,251899.38785535164
1645,188889.35915269618
1646,163068.67318083596
1647,179108.71267196038
1648,144850.1305669243
1649,138582.06609707244
1650,114299.76337821453
1651,123615.05857046816
1652,103745.17139589961
1653,105360.8227027976
1654,159845.76924814403
1655,152820.10648146487
1656,155927.59816295878
1657,159850.6869165104
1658,163017.98139296056
1659,128347.5845199592
1660,152356.55834962573
1661,409444.8595667302
1662,426365.18537728797
1663,398789.3152721523
1664,444070.6209345459
1665,321655.4005284141
1666,333527.51717424666
1667,365810.5911566635
1668,353075.9110758632
1669,302985.3691280662
1670,369255.9884133271
1671,251418.87424660238
1672,417687.73493304546
1673,294181.3559420054
1674,252406.6010832613
1675,189413.33821946676
1676,186681.04428557036
1677,206051.6458220767
1678,452480.24080278137
1679,391957.57065565384
1680,326202.8837437167
1681,253873.60410430885
1682,328075.6699937933
1683,185278.03809524534
1684,173904.88550516413
1685,178640.44223547576
1686,181129.58355769454
1687,171029.8982364944
1688,192145.43253439973
1689,196738.04460612498
1690,198398.53402197312
1691,186222.52064749456
1692,278899.56487981323
1693,173423.92265767982
1694,188458.99977012846
1695,171800.18734286947
1696,272660.57640903164
1697,170386.98465251262
1698,354080.08152127534
1699,336802.0475397563
1700,252247.51158219774
1701,276316.4465073632
1702,253081.11662590425
1703,244764.77288752908
1704,281273.52823670715
1705,255909.47953918984
1706,406691.4064549231
1707,232052.7826128379
1708,209024.27177974366
1709,269501.7095645165
1710,241146.07259124622
1711,276341.38533665874
1712,270472.3238366911
1713,256503.99191460598
1714,231844.30071593483
1715,212714.19875915046
1716,180642.61755700046
1717,182905.38352780376
1718,134398.27411730043
1719,220743.62823416834
1720,254410.10296171467
1721,160936.63844333688
1722,122086.02668356152
1723,156533.1551828672
1724,220661.89084203227
1725,248298.78894217493
1726,197247.37827831108
1727,159581.50459854543
1728,180550.71131440793
1729,170328.4844464172
1730,151114.30396104432
1731,129612.14687652918
1732,131804.2937345121
1733,121175.43140880852
1734,127578.55925040087
1735,131324.99763058714
1736,117161.46477528274
1737,312886.10031058814
1738,237313.44467955484
1739,294886.4742592873
1740,219333.23250986243
1741,188655.0497475641
1742,171665.16106909752
1743,174219.08536877533
1744,299617.11897216854
1745,226294.10170296184
1746,205469.30924818132
1747,220021.1080858299
1748,212435.70582623454
1749,162600.96827006212
1750,132555.18061301156
1751,236894.5773492165
1752,119961.0279291344
1753,155590.3017625417
1754,201820.7166333252
1755,178223.42274818796
1756,121874.69198771566
1757,122344.17838767612
1758,151812.8609342266
1759,165809.0509619776
1760,165351.4138465662
1761,136911.8978681487
1762,191616.09308354268
1763,189600.07027050632
1764,125880.37836564054
1765,174958.20613477283
1766,183595.2678945928
1767,190431.93778913483
1768,143176.48939364846
1769,175013.11462111183
1770,146778.28143889556
1771,126416.01409537398
1772,138228.13812463227
1773,132085.67989319615
1774,150645.38556196785
1775,144814.15531523805
1776,132438.5757834299
1777,113576.65618714785
1778,140360.9629831598
1779,117119.81008779994
1780,180290.7006825455
1781,134474.90783727786
1782,91099.45893117492
1783,140762.24559833595
1784,98755.4848711623
1785,109560.02333337443
1786,141936.7942377734
1787,170632.28594887874
1788,53036.08828899227
1789,89084.72033549512
1790,80381.20642294148
1791,178575.36061032672
1792,145358.99960528305
1793,138614.17695263142
1794,151053.8590508906
1795,143952.08205586995
1796,126996.09101896145
1797,120672.66434495033
1798,125709.15975518225
1799,108350.02402914161
1800,133029.38405728145
1801,130034.16215084099
1802,137511.21192034078
1803,160535.3422555284
1804,133824.90224205944
1805,141776.17363634837
1806,138462.67275517463
1807,146344.583848388
1808,115258.11309341644
1809,117064.35115832191
1810,149453.13958578496
1811,97854.97516740144
1812,104378.37958667679
1813,129178.34156099198
1814,103123.24274708268
1815,62442.31206197804
1816,94823.90546298458
1817,129318.04986620805
1818,149059.47658099944
1819,134950.94158932805
1820,79092.76660411489
1821,123137.83783160872
1822,160587.60323241074
1823,57450.72926313836
1824,128724.60346979153
1825,133825.21741853503
1826,116485.76120159806
1827,112274.1898591964
1828,134490.93734812463
1829,135345.22482870478
1830,155041.8192134722
1831,166161.39846413198
1832,101996.75167976771
1833,143235.01160282784
1834,129766.62092202563
1835,127174.00035262875
1836,141058.16516118112
1837,86852.82208729835
1838,128314.0158411336
1839,96668.34618409984
1840,157669.49089540413
1841,143532.39602943134
1842,107518.78873310458
1843,123264.70449029678
1844,146017.95442546374
1845,145269.81259628318
1846,162205.28950403782
1847,169987.21872691147
1848,60992.60239641127
1849,114659.86189832813
1850,128395.44876263959
1851,148428.28503748938
1852,131363.11548304703
